"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.29492675983746e-05,0.547485305774988,0.5,0.284,0.343711180820856,"00h","LXN"
2.3142329447926e-05,0.532746490798407,0.598,0.401,0.346602668141587,"00h","SPIN2B"
2.41468138415766e-05,0.533210513846731,0.533,0.342,0.361646830905292,"00h","TSEN54"
2.59229708192952e-05,0.502584617433126,0.391,0.189,0.388248333960585,"00h","VAT1L"
3.0177610216921e-05,0.561653790674175,0.609,0.432,0.451970068218826,"00h","GORAB"
3.41855424159602e-05,0.500006171786991,0.359,0.177,0.511996868763836,"00h","STXBP5L"
3.8196237509067e-05,0.67052471202084,0.446,0.281,0.572065049173297,"00h","SH3YL1"
3.96568094443795e-05,0.57403959758128,0.609,0.444,0.593940035048472,"00h","ZNF18"
4.31152035694622e-05,0.50287690434652,0.37,0.186,0.645736403859835,"00h","SOX9"
4.39131225068431e-05,0.503673039686356,0.326,0.159,0.657686835784989,"00h","LYSMD4"
4.74219106460082e-05,0.563563380351687,0.337,0.165,0.710237955745264,"00h","SLC27A2"
4.96364929554758e-05,0.534149850753959,0.348,0.18,0.743405754994161,"00h","TMEM37"
5.08099999032231e-05,0.548633332509809,0.598,0.419,0.760981368550572,"00h","MDM1"
5.15212275134449e-05,0.584549329045449,0.348,0.177,0.771633424468864,"00h","C1orf74"
5.27851445538347e-05,0.548671626253757,0.609,0.423,0.790563109982783,"00h","GK"
6.19733700960735e-05,0.501507372169873,0.359,0.189,0.928175163928892,"00h","CXCL5"
7.88982530547063e-05,0.532638164933855,0.38,0.209,1,"00h","C20orf94"
8.03421686353133e-05,0.568666711767752,0.261,0.117,1,"00h","ATL1"
9.48420661956186e-05,0.557661248393843,0.554,0.401,1,"00h","ZSCAN21"
9.55233662098961e-05,0.516901250322338,0.315,0.155,1,"00h","MN1"
9.83902177826939e-05,0.500353181695172,0.272,0.122,1,"00h","C12orf66"
0.000104971633685357,0.698424207401063,0.337,0.183,1,"00h","PRICKLE2"
0.000109436435437521,0.543440265163134,0.826,0.764,1,"00h","SYNPO2"
0.000122442298503736,0.510843768392159,0.63,0.446,1,"00h","PRMT10"
0.000126944541915145,0.555958160483981,0.478,0.311,1,"00h","TMCO7"
0.0001355642837427,0.506625964922899,0.609,0.456,1,"00h","CCDC91"
0.000170962291727789,0.52301880847461,0.293,0.147,1,"00h","CYTL1"
0.000217059950812801,0.563999366597981,0.457,0.291,1,"00h","SGK1"
0.000288784299194685,0.510611904797991,0.489,0.32,1,"00h","XYLT1"
0.000401771227028472,0.518958958434685,0.304,0.167,1,"00h","HLA-DMA"
0.00041088311271125,0.523843766179357,0.38,0.234,1,"00h","GALK1"
0.000452558675718275,0.522051944371737,0.293,0.158,1,"00h","OTUB2"
0.000521657855718733,0.500979845501498,0.457,0.293,1,"00h","RWDD2B"
0.000578413282532644,0.51766406048835,0.641,0.55,1,"00h","SUOX"
0.00068137418445338,0.550804050991078,0.37,0.221,1,"00h","ZNF10"
0.000868747127420075,0.552509903606138,0.37,0.233,1,"00h","KBTBD3"
0.001003468896227,0.51181327480676,0.315,0.176,1,"00h","BCHE"
0.00106178343709118,0.51434250134029,0.272,0.146,1,"00h","HSPA4L"
0.00115126886237954,0.525681289341008,0.359,0.224,1,"00h","TPD52L1"
0.00121589327495591,0.521220771741027,0.413,0.282,1,"00h","SLC29A3"
0.00181899863292893,0.516088289796236,0.424,0.294,1,"00h","KBTBD4"
4.09112776764604e-64,1.65275688252157,0.961,0.155,6.12728205760348e-60,"12h","GLIPR1L1"
3.21707706096217e-57,1.66038904347735,0.98,0.255,4.81821631420304e-53,"12h","CLDN7"
2.97630289333415e-55,1.28253412248758,0.931,0.238,4.45760884334656e-51,"12h","POU5F1B"
1.04741871307012e-52,1.70352357120327,0.931,0.23,1.56871900656511e-48,"12h","ANXA3"
7.45498450814073e-51,1.52229900905546,0.902,0.181,1.11653302978424e-46,"12h","TFAP2A"
7.41002927613317e-48,1.12421928430171,1,0.64,1.10980008468647e-43,"12h","SFRP2"
5.7357670727268e-47,1.47552816568228,0.99,0.386,8.59045834482293e-43,"12h","ID1"
7.92790978966578e-47,1.3282092882403,0.48,0.034,1.18736304919824e-42,"12h","PCDH8"
1.09341497154966e-46,0.629888469402811,1,0.992,1.63760760288993e-42,"12h","POU5F1"
1.42405610857202e-46,1.68917782643174,0.735,0.133,2.13280883380832e-42,"12h","VAT1L"
6.27821081444337e-44,1.49520089044128,0.882,0.261,9.40287633679183e-40,"12h","HAS3"
4.32137070650492e-43,1.45360055705886,0.951,0.259,6.47211690713242e-39,"12h","DCLK1"
8.31434611834056e-41,0.632984651538444,1,0.849,1.24523961814386e-36,"12h","ASNS"
9.7514976610287e-41,0.750979640669593,1,0.805,1.46048180469227e-36,"12h","ID2"
1.58115228346059e-40,1.40599912894121,0.99,0.357,2.36809177493892e-36,"12h","PROM1"
4.63041824470893e-40,0.564716832349906,1,0.956,6.93497740510057e-36,"12h","PODXL"
5.03177445467443e-40,0.604181475309693,1,0.918,7.53608860076589e-36,"12h","GPC4"
2.67755373675629e-39,1.261479121728,0.882,0.218,4.0101722315399e-35,"12h","SCNN1A"
8.63414530410732e-39,0.65114633903706,1,0.854,1.29313594219615e-34,"12h","MRS2"
2.26722215260807e-38,0.869417462322466,0.363,0.02,3.3956186179611e-34,"12h","HOXD1"
8.28845693607856e-38,1.15169654423239,1,0.54,1.24136219531649e-33,"12h","EPCAM"
1.63342328954757e-37,1.10104873980079,1,0.852,2.4463780607554e-33,"12h","NANOG"
3.10407718367488e-37,1.20342908742586,0.863,0.192,4.64897639798987e-33,"12h","SOX2"
3.17398574270709e-37,0.771588581956237,1,0.822,4.75367844685242e-33,"12h","KAT7"
1.08951458673076e-36,0.532009786715448,1,0.918,1.63176599654665e-32,"12h","SEPHS1"
3.57132357575384e-36,0.778973712719849,1,0.974,5.34877131940653e-32,"12h","CDH1"
5.60689582165336e-36,1.09981705725598,0.5,0.061,8.39744787209024e-32,"12h","KCNG3"
6.12627678855127e-36,1.36920455340816,0.647,0.128,9.17532474621324e-32,"12h","ZDHHC23"
1.6242231827325e-35,0.644705946809266,1,0.886,2.43259906077846e-31,"12h","SEMA6A"
2.98501763477372e-35,1.2006215463203,0.99,0.434,4.4706609116006e-31,"12h","CYP2S1"
3.04931809812052e-35,0.515472554440808,1,0.931,4.5669637155551e-31,"12h","RBPMS2"
5.89171641661463e-35,1.26154429467411,0.392,0.034,8.82402367716374e-31,"12h","GREM1"
6.15201423484021e-35,1.24772847989355,0.657,0.133,9.21387171952018e-31,"12h","THBS2"
1.46631845713109e-34,1.40826276530137,0.725,0.189,2.19610515324524e-30,"12h","CBLN1"
1.59402791196035e-34,1.21874444012549,1,0.55,2.38737560374302e-30,"12h","PTPRZ1"
5.31102436513236e-34,1.03292905780931,0.961,0.698,7.95432119165874e-30,"12h","NPM3"
1.43258229037439e-33,0.691455325473175,0.99,0.826,2.14557849629372e-29,"12h","MAGOH"
1.70127665582359e-33,1.28802197523023,0.824,0.23,2.548002047427e-29,"12h","SEL1L3"
2.5523081665599e-33,0.941057510317291,0.471,0.056,3.82259194105676e-29,"12h","FZD10"
4.13030649024653e-33,1.37132179093736,0.882,0.331,6.18596003044222e-29,"12h","VSNL1"
5.87699374730361e-33,0.600764136479155,1,0.963,8.80197353533662e-29,"12h","ALDH3A2"
8.31329715782021e-33,0.814982157593358,1,0.701,1.24508251532673e-28,"12h","CD9"
1.53651762067297e-32,1.13989959338488,0.922,0.503,2.30124244048191e-28,"12h","GDF3"
1.83539176307939e-32,1.24200062840374,0.931,0.37,2.748866243564e-28,"12h","GLDC"
4.94314509715207e-32,0.976196716712674,0.402,0.043,7.40334841200465e-28,"12h","RIMS4"
6.03842756546432e-32,1.22438900062499,0.882,0.287,9.04375296479592e-28,"12h","AP1M2"
1.21469582141687e-31,1.14277046512311,0.98,0.366,1.81924993173604e-27,"12h","ADD2"
4.30560146625496e-31,0.773492026648946,1,0.771,6.44849931601005e-27,"12h","SLC7A5"
4.71045753140547e-31,1.26220939081162,0.863,0.305,7.05485224478597e-27,"12h","ID4"
7.92751596795275e-31,1.31352049835256,0.814,0.265,1.18730406652028e-26,"12h","EPB41L4B"
1.64296938647526e-30,0.807479250173129,0.99,0.782,2.460675250124e-26,"12h","BMPR1A"
4.59703548308536e-30,0.556731167988477,1,0.887,6.88498004301694e-26,"12h","ZFP36L2"
6.44786544782546e-30,1.15538030443523,0.971,0.29,9.6569680812082e-26,"12h","ESRP1"
1.04934654987714e-29,1.08933428941291,0.833,0.239,1.57160632775099e-25,"12h","GRHL2"
4.52943997203814e-29,1.23855602334991,0.784,0.252,6.78374224612152e-25,"12h","PMEL"
1.22943319075907e-28,0.685416727227642,1,0.78,1.84132208979985e-24,"12h","PPIAL4G"
1.23367010391577e-28,0.976022420342396,0.961,0.642,1.84766771463465e-24,"12h","MFGE8"
3.06552686844193e-28,1.30421407003912,0.696,0.207,4.59123959086548e-24,"12h","DOK5"
4.95366456761303e-28,0.933656346970219,0.99,0.794,7.41910342291403e-24,"12h","FGF2"
6.38356623250412e-28,0.706828539099525,0.941,0.845,9.56066714642142e-24,"12h","SDHC"
1.25270515797272e-27,1.13086173515514,0.863,0.335,1.87617651509574e-23,"12h","SPINT1"
1.66094999159425e-27,0.974558979524985,0.461,0.075,2.48760480241071e-23,"12h","CDX2"
2.18659993486553e-27,0.988264946529839,0.608,0.131,3.2748707224481e-23,"12h","GALNT3"
9.46854435616843e-27,1.15922900994415,0.873,0.331,1.41810388822335e-22,"12h","LECT1"
9.94743372065781e-27,1.10015861262512,0.892,0.38,1.48982714834292e-22,"12h","TUBA4A"
2.42311235104422e-26,1.28397206326111,0.539,0.12,3.62909536815893e-22,"12h","SNTB1"
3.26373414878402e-26,0.860157689306788,1,0.634,4.88809463463383e-22,"12h","PMAIP1"
3.38626255431956e-26,1.15469945413231,0.892,0.407,5.0716054276044e-22,"12h","CALB1"
4.49657859842497e-26,0.972451014862787,0.902,0.325,6.73452576686107e-22,"12h","STOX2"
7.07457822042058e-26,0.920587292817512,0.598,0.14,1.05955958007239e-21,"12h","FILIP1L"
1.21382660297664e-25,0.905239908977472,0.333,0.037,1.81794810327811e-21,"12h","GRHL3"
1.50399991616981e-25,0.937047844087504,0.422,0.067,2.25254067444753e-21,"12h","GPR50"
2.67471259398061e-25,0.882168318122031,1,0.608,4.00591705200476e-21,"12h","NODAL"
2.76501357920984e-25,1.07525001988033,0.892,0.337,4.14116083758258e-21,"12h","ITGA6"
3.51987964227342e-25,0.942151050485824,0.353,0.043,5.2717237402329e-21,"12h","FAM19A4"
4.90430601573127e-25,0.965263986243101,0.451,0.081,7.34517911976073e-21,"12h","AFF2"
6.34716560852872e-25,0.912224214056677,0.902,0.569,9.50614993189347e-21,"12h","SUPT4H1"
8.07325726072591e-25,1.15871534096565,0.49,0.098,1.20913173993892e-20,"12h","ENPP5"
1.17890482682778e-24,1.02526517439408,0.696,0.206,1.76564575913996e-20,"12h","DBC1"
1.90423516984327e-24,0.952603172490533,0.951,0.509,2.85197301387427e-20,"12h","CLDN10"
3.4834905673021e-24,1.02566955736843,0.843,0.325,5.21722382264835e-20,"12h","DACT1"
3.90475935727996e-24,1.15974159136778,0.686,0.212,5.8481580893982e-20,"12h","C9orf135"
8.7337212029115e-23,0.585354611544862,1,0.889,1.30804942456006e-18,"12h","AK4"
3.20665744071378e-22,1.00322759520209,0.745,0.264,4.80261084895702e-18,"12h","RAB25"
3.77897892451719e-22,0.898002549542884,0.961,0.459,5.6597767352494e-18,"12h","CRABP1"
5.07203415094916e-22,0.897898305944939,0.853,0.595,7.59638554787656e-18,"12h","PLSCR3"
9.49493690410971e-22,0.827010915352715,1,0.634,1.42205670012851e-17,"12h","POLR3G"
1.24468176271309e-21,0.873575362428382,0.363,0.058,1.86415987601539e-17,"12h","EBF3"
1.42684525575696e-21,1.06215604972303,0.608,0.18,2.13698613954721e-17,"12h","C1orf226"
1.82634170755183e-21,0.58484938161465,0.98,0.8,2.73531197540038e-17,"12h","SRM"
1.94257315491475e-21,0.539987231882633,0.99,0.832,2.90939181411582e-17,"12h","UNG"
2.53105641941624e-21,1.02965332769216,0.745,0.274,3.7907631993597e-17,"12h","SOGA2"
2.58712714373329e-21,0.903532487866219,0.618,0.175,3.87474032316935e-17,"12h","FABP7"
2.73688031174295e-21,0.679188668279435,0.99,0.77,4.09902564289742e-17,"12h","CDC14B"
2.98536944691418e-21,0.768043698655025,0.294,0.035,4.47118782064337e-17,"12h","DNAJC12"
7.45568379860502e-21,0.96470152242167,0.902,0.718,1.11663776251707e-16,"12h","NPFFR2"
2.0374074004518e-20,0.842403998911107,0.971,0.616,3.05142506365665e-16,"12h","LRP4"
4.83130545540186e-20,0.954655912024032,0.578,0.172,7.23584618055536e-16,"12h","ITGB1BP3"
7.08616557761298e-20,0.996535075305333,0.598,0.198,1.0612950185591e-15,"12h","ISOC2"
1.1625158364878e-19,0.674524964062769,0.971,0.758,1.74109996830777e-15,"12h","SLC7A3"
1.64963747201042e-19,0.68889209934309,0.284,0.038,2.47066204183001e-15,"12h","FGF18"
2.42573718058851e-19,0.827060472222767,0.951,0.591,3.63302657536742e-15,"12h","SLC6A8"
2.98940091593308e-19,0.656522375297097,0.441,0.093,4.47722575179298e-15,"12h","SEMA3C"
3.51573985885756e-19,0.546938763706914,0.98,0.841,5.26552358661097e-15,"12h","PEA15"
3.67586351322887e-19,1.2121762071645,0.588,0.216,5.50534078376287e-15,"12h","HTR7"
6.07679370163406e-19,0.890447444354641,0.784,0.32,9.10121392693733e-15,"12h","CYR61"
8.99779687877364e-19,0.871588904086537,0.559,0.16,1.34760003853393e-14,"12h","RIT2"
9.49568715797504e-19,0.629237625287934,0.99,0.758,1.42216906564992e-14,"12h","SLC2A1"
1.27820976327886e-18,0.805171977829787,0.569,0.154,1.91437476246275e-14,"12h","LCK"
1.39572809304031e-18,0.871974629080977,0.902,0.43,2.09038196494647e-14,"12h","CTGF"
1.40172793654714e-18,0.88359116265913,0.931,0.561,2.09936793056665e-14,"12h","CDH3"
1.46957993161484e-18,0.79619235703154,0.902,0.396,2.20098986357955e-14,"12h","HOOK1"
1.64602132440469e-18,0.844335970125106,0.706,0.247,2.46524613756091e-14,"12h","ESRP2"
3.48960151359874e-18,0.868541253678718,0.706,0.264,5.22637618691683e-14,"12h","PCDH1"
6.21971003412712e-18,0.829692458343936,0.794,0.335,9.31525971811219e-14,"12h","FGFBP3"
6.34462657789282e-18,0.922185742937469,0.843,0.422,9.50234722571008e-14,"12h","NFE2L3"
7.42099541461846e-18,1.08007403963946,0.51,0.174,1.11144248324741e-13,"12h","ENHO"
8.45059063182414e-18,0.840144784479869,0.863,0.402,1.2656449589283e-13,"12h","CYFIP2"
8.51012257106088e-18,0.868250410341965,0.931,0.421,1.27456105746779e-13,"12h","USP44"
9.61112652201016e-18,0.930014037745076,0.775,0.378,1.43945841920146e-13,"12h","NKAIN1"
1.18181546664797e-17,0.566089256209759,0.99,0.758,1.77000502439867e-13,"12h","TAGLN"
2.46127849535568e-17,0.807376670186807,0.853,0.412,3.6862568024942e-13,"12h","ATXN7L1"
2.6843720345209e-17,0.975453385136648,0.578,0.207,4.02038399610196e-13,"12h","SCAMP5"
3.09702209176581e-17,0.806532145679068,0.902,0.422,4.63840998683766e-13,"12h","MAP7"
3.30670616874734e-17,0.568886643935227,0.941,0.727,4.95245382893289e-13,"12h","GTF2H2D"
3.88362849609114e-17,0.540549016271032,1,0.809,5.8165103985957e-13,"12h","ODC1"
4.87394610357604e-17,0.904566295058918,0.618,0.239,7.29970907932583e-13,"12h","VWA1"
5.88054190562284e-17,0.678729765680143,0.265,0.038,8.80728761205132e-13,"12h","PCDHA11"
1.74680675895764e-16,0.892191184740901,0.755,0.335,2.61619248289086e-12,"12h","BEND4"
2.58120188828533e-16,0.790860804308182,0.922,0.547,3.86586606808494e-12,"12h","VASH2"
3.31881265424501e-16,0.652026925240044,0.275,0.044,4.97058571226275e-12,"12h","TRIM9"
3.77305371625921e-16,0.759269001314244,0.637,0.22,5.65090255084142e-12,"12h","NAP1L2"
8.70307985213674e-16,0.764818914499567,0.686,0.273,1.30346026945452e-11,"12h","STMN3"
8.99661644256006e-16,0.813257160451199,0.549,0.174,1.34742324460222e-11,"12h","CKMT1A"
1.05251284722034e-15,0.769198050209558,0.922,0.59,1.57634849128191e-11,"12h","RBM47"
1.14994566789834e-15,0.500534258282024,0.98,0.864,1.72227362681134e-11,"12h","LRRN1"
1.74850899962655e-15,0.785207868846718,0.51,0.159,2.61874192874068e-11,"12h","WSCD1"
2.03702292043451e-15,0.506176436447638,0.951,0.771,3.05084922793477e-11,"12h","FAM162A"
2.75018392547124e-15,0.740791264631769,0.912,0.515,4.11895046517828e-11,"12h","CLU"
3.07206735051582e-15,0.742140316655379,0.892,0.555,4.60103527086755e-11,"12h","TYRO3"
3.26541407632104e-15,0.697970395183493,0.559,0.188,4.89061066210602e-11,"12h","SLC38A4"
3.51349152141829e-15,0.836765617082512,0.667,0.309,5.26215625162817e-11,"12h","MT1G"
4.19757946800476e-15,0.761803871294391,0.853,0.393,6.28671476923073e-11,"12h","TPD52"
6.92091779886488e-15,0.801395697743962,0.735,0.319,1.03654585873599e-10,"12h","MARC1"
7.60023546512554e-15,0.756773793751638,0.892,0.514,1.13828726561185e-10,"12h","C3orf14"
7.91387634057501e-15,0.723485845039167,0.559,0.183,1.18526125952792e-10,"12h","GPR19"
1.12443100198462e-14,0.548835916916191,0.284,0.05,1.68406031167236e-10,"12h","BTBD11"
1.33599477774887e-14,0.68825336064911,0.441,0.12,2.00091937863449e-10,"12h","C1orf172"
1.58229992729979e-14,0.798612290536188,0.843,0.43,2.36981060111690e-10,"12h","ZNF697"
1.71604392580397e-14,0.703179515914076,0.941,0.814,2.5701189876766e-10,"12h","SCG3"
1.73067777319515e-14,0.660193281669856,0.392,0.101,2.59203610091437e-10,"12h","NUP62CL"
1.81189866439936e-14,0.651845401978578,0.853,0.505,2.71368062967092e-10,"12h","RBM38"
2.1654868080807e-14,0.668642565337388,0.961,0.619,3.24324959246247e-10,"12h","SLC29A1"
2.2707869069472e-14,0.858688791510666,0.794,0.448,3.40095755053483e-10,"12h","SLC43A3"
2.37284049801143e-14,0.890475345776717,0.539,0.188,3.55380321387171e-10,"12h","GPR160"
2.49155943243628e-14,0.527054728601578,0.971,0.785,3.73160856195981e-10,"12h","CENPV"
2.69651604547934e-14,0.785164508026268,0.578,0.216,4.03857208131441e-10,"12h","PLCH1"
2.95378953785436e-14,0.646386608713729,0.265,0.049,4.42389059084448e-10,"12h","TMEM151B"
2.98015016451484e-14,0.647008806179067,0.745,0.3,4.46337090139388e-10,"12h","WNT5B"
9.32819809858365e-14,0.592318667448297,0.941,0.713,1.39708422922487e-09,"12h","ZIC5"
1.05088737746113e-13,0.658975066009507,0.961,0.665,1.57391402522354e-09,"12h","KLF10"
1.2133795462153e-13,0.735664591850859,0.853,0.627,1.81727854636666e-09,"12h","APH1A"
1.29769978992566e-13,0.680556219020253,0.48,0.152,1.94356497537166e-09,"12h","GYLTL1B"
1.30605222868501e-13,0.983805305547499,0.598,0.267,1.95607442290154e-09,"12h","SGK1"
1.36158687570628e-13,0.747074081780881,0.833,0.409,2.03924866374529e-09,"12h","PLP1"
1.37730251726953e-13,0.725964648566733,0.775,0.364,2.06278598011457e-09,"12h","PLA2G16"
1.38717032354464e-13,0.721676100484249,0.51,0.184,2.0775649935728e-09,"12h","LOC100507421"
1.63268722838587e-13,0.607477019686529,0.657,0.256,2.44527566195352e-09,"12h","CADPS2"
2.58819451106097e-13,0.676176108809003,0.882,0.558,3.87633891921601e-09,"12h","SYNGR2"
3.58829788780145e-13,0.827207478519725,0.412,0.136,5.37419374656023e-09,"12h","PPL"
3.82548065962264e-13,0.875239831158755,0.853,0.817,5.72942238391683e-09,"12h","CDH6"
4.22070256088595e-13,0.750093632534357,0.824,0.456,6.32134622543888e-09,"12h","DTNA"
5.61154448616787e-13,0.891914123888722,0.5,0.188,8.40441017693361e-09,"12h","CALCB"
6.21043043838154e-13,0.697641651784248,0.382,0.108,9.30136166756404e-09,"12h","DUSP2"
6.79762410893177e-13,0.684764336887534,0.784,0.386,1.01808016279471e-08,"12h","TEAD4"
9.76158174232652e-13,0.684469228561943,0.5,0.18,1.46199209754824e-08,"12h","SLC37A1"
1.23076422573794e-12,0.730979245653707,0.51,0.18,1.84331558088771e-08,"12h","ACSL1"
1.36090975177444e-12,0.605980185860875,0.941,0.79,2.03823453523258e-08,"12h","MAP4K3"
1.44867544878893e-12,0.581443273104537,1,0.668,2.16968121965118e-08,"12h","CLDN6"
1.65473155908228e-12,0.710200414867101,0.843,0.526,2.47829145603753e-08,"12h","TJP2"
1.73582407655175e-12,0.800127200187766,0.49,0.184,2.59974371945156e-08,"12h","TSPAN33"
2.8336440643707e-12,0.643280211755215,0.775,0.398,4.24394871520799e-08,"12h","SP5"
3.53984118442449e-12,0.765819765112149,0.775,0.538,5.30162014191256e-08,"12h","RIC8A"
3.66359323659663e-12,0.624528808324874,0.912,0.666,5.48696359045077e-08,"12h","ERVMER34-1"
4.62696897653309e-12,0.54011986465527,0.98,0.724,6.92981143615361e-08,"12h","SALL3"
4.64322447035832e-12,0.64543401587229,0.843,0.627,6.95415728925565e-08,"12h","NCDN"
4.7231341116202e-12,0.551453755515171,0.99,0.799,7.07383795897358e-08,"12h","ETV1"
4.73939475330625e-12,0.59454282121697,0.275,0.062,7.09819152202677e-08,"12h","IGFBPL1"
5.02630935939681e-12,0.622334058367389,0.922,0.479,7.5279035275686e-08,"12h","GPR98"
5.24270500563814e-12,0.605867761595999,0.294,0.073,7.85199928694424e-08,"12h","KCND1"
5.36864801442718e-12,0.547355554284068,0.99,0.747,8.04062413120759e-08,"12h","SKA3"
5.40173691881715e-12,0.744646011845247,0.343,0.096,8.09018138331245e-08,"12h","TIMP4"
6.17283239550615e-12,0.61501225457793,0.324,0.084,9.24505107874957e-08,"12h","SERTAD4"
8.24758070763449e-12,0.66381944554014,0.833,0.512,1.23524016258242e-07,"12h","ALPL"
8.99267810183556e-12,0.709684033820904,0.647,0.326,1.34683339931191e-07,"12h","MT1F"
1.0180724266097e-11,0.546696206671017,0.578,0.22,1.52476707333334e-07,"12h","TSGA10"
1.03508608348965e-11,0.550184843407146,0.294,0.072,1.55024842724245e-07,"12h","CUX2"
1.16181564556263e-11,0.685352661367454,0.647,0.282,1.74005129235914e-07,"12h","ADM"
1.84871406201262e-11,0.541320266901817,0.382,0.114,2.7688190506763e-07,"12h","PPP1R16B"
1.98740244592693e-11,0.624577725831294,0.373,0.116,2.97653264326477e-07,"12h","PGBD5"
1.99647695770543e-11,0.505333747194795,0.912,0.78,2.99012353955542e-07,"12h","CTDNEP1"
2.2035014953803e-11,0.721073164164919,0.696,0.348,3.30018418963108e-07,"12h","PLS1"
2.21607212620311e-11,0.813111483858516,0.598,0.296,3.3190112234144e-07,"12h","LRRN2"
2.59274897492726e-11,0.634530516483371,0.863,0.534,3.88316013974855e-07,"12h","PGAP2"
3.47121985061562e-11,0.695343836079715,0.48,0.177,5.19884597026702e-07,"12h","DDX25"
4.13598498499213e-11,0.73741880779899,0.549,0.238,6.19446471202271e-07,"12h","GAP43"
4.54431840636604e-11,0.529246843050075,0.922,0.698,6.80602567721442e-07,"12h","BOD1"
4.77779886574578e-11,0.675538058948855,0.833,0.585,7.15570936122746e-07,"12h","PAQR3"
4.82918380063573e-11,0.732233979099637,0.265,0.064,7.23266857821214e-07,"12h","TNMD"
5.16174085092367e-11,0.517720395014988,0.49,0.172,7.73073927242839e-07,"12h","SHANK2"
5.37498117088514e-11,0.670004720205861,0.451,0.162,8.05010929963468e-07,"12h","CYBRD1"
6.19861479077834e-11,0.622175874741049,0.833,0.523,9.28366537214872e-07,"12h","TMEM177"
6.21563563497194e-11,0.761949295581173,0.549,0.264,9.30915749049748e-07,"12h","SLC38A5"
7.01563912056103e-11,0.675580853878635,0.824,0.562,1.05073227108643e-06,"12h","PRSS8"
7.34426472584173e-11,0.515965757444867,0.5,0.188,1.09995052798932e-06,"12h","ITGA7"
7.61341968803885e-11,0.54651039421102,0.559,0.23,1.14026186667758e-06,"12h","CHRDL1"
9.16390723127983e-11,0.534583444797634,0.676,0.284,1.37247838602878e-06,"12h","T"
1.01716337793921e-10,0.737179142193059,0.676,0.345,1.52340559113956e-06,"12h","LGALS3BP"
1.06747760957247e-10,0.637747391301441,0.833,0.514,1.59876121585668e-06,"12h","PLBD1"
1.23793877362417e-10,0.738082844983778,0.735,0.422,1.85406090125692e-06,"12h","SPP1"
1.62720754633393e-10,0.554758812334811,0.725,0.351,2.43706874214432e-06,"12h","FGFR3"
1.83477186704711e-10,0.704437915913784,0.431,0.159,2.74793782527645e-06,"12h","CKMT1B"
1.92228104757305e-10,0.64043403785452,0.676,0.349,2.87900032495016e-06,"12h","PTPRU"
2.02379482495298e-10,0.55539004173247,0.755,0.386,3.03103750933208e-06,"12h","ZMIZ2"
2.22425608026692e-10,0.779169945395099,0.392,0.136,3.33126833141576e-06,"12h","CADPS"
2.28129665010655e-10,0.617323594624748,0.735,0.482,3.41669799286458e-06,"12h","HES6"
2.51475219136705e-10,0.88325962257185,0.304,0.095,3.76634435701043e-06,"12h","GNG3"
2.69078562877951e-10,0.791510563873155,0.627,0.337,4.02998963622307e-06,"12h","OLFML3"
2.70557746555504e-10,0.697793919019175,0.471,0.183,4.05214337016178e-06,"12h","SLAIN1"
2.99920477950405e-10,0.516470397091454,0.422,0.142,4.49190899826322e-06,"12h","CDX1"
3.23644632778604e-10,0.549426474517835,0.5,0.207,4.84722566512515e-06,"12h","IQSEC2"
3.94673020372803e-10,0.602270019413292,0.824,0.502,5.91101782612347e-06,"12h","ECE2"
4.04742538178411e-10,0.700519913123816,0.706,0.413,6.06182899429806e-06,"12h","BAK1"
4.51831530095105e-10,0.789424827004207,0.569,0.28,6.76708082623438e-06,"12h","UBE2L6"
6.55557436326236e-10,0.586105852529316,0.814,0.59,9.81828372385804e-06,"12h","CRIP2"
6.74411935679558e-10,0.562863392703506,0.892,0.588,1.01006675606727e-05,"12h","DPH2"
7.98661653110315e-10,0.643200782896547,0.51,0.215,1.19615555786332e-05,"12h","NEBL"
8.78372507251509e-10,0.616198059201343,0.755,0.416,1.31553850411059e-05,"12h","KLHL21"
9.79011834823763e-10,0.731110688349716,0.284,0.084,1.46626602501555e-05,"12h","METTL7B"
1.16138155067662e-09,0.558991831207068,0.882,0.57,1.73940114844838e-05,"12h","CPVL"
1.2522744830726e-09,0.559626506067106,0.725,0.366,1.87553149329783e-05,"12h","NUP210"
1.36113522866716e-09,0.611156268759676,0.814,0.491,2.0385722319748e-05,"12h","RAB15"
1.41990153428545e-09,0.726389059502804,0.461,0.197,2.12658652789932e-05,"12h","EPHX3"
1.64149576298384e-09,0.554250335306492,0.314,0.098,2.45846820422089e-05,"12h","MARC2"
1.6660510343412e-09,0.533381974285297,0.696,0.343,2.49524463413281e-05,"12h","ZSCAN10"
1.81137672207813e-09,0.563364687682932,0.873,0.526,2.71289891665642e-05,"12h","GCA"
1.83095363809362e-09,0.62425372271654,0.706,0.398,2.74221926377281e-05,"12h","CD74"
2.05768518058838e-09,0.602278131582698,0.853,0.617,3.08179509496722e-05,"12h","NIPA1"
2.23234820180281e-09,0.574227432069649,0.902,0.601,3.34338790184006e-05,"12h","ANKRD28"
2.38936675787442e-09,0.539572686015936,0.422,0.151,3.57855459326851e-05,"12h","DCAF12L1"
3.08710997806288e-09,0.660869485102956,0.451,0.188,4.62356461414478e-05,"12h","C1orf88"
3.39008998965593e-09,0.562894579071172,0.569,0.253,5.07733777750768e-05,"12h","PPAP2C"
